,service_request_id,grievance
46,101004370909,Number of rats: [6]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent states that there are rats burrowing from the sidewalk underneath her fence and onto her property. The hole gets bigger and bigger everyday. Requesting an inspector.]
47,101004372012,"Scheduled trash day: [Mon/Thurs]  How was your trash placed out for collection: [Barrel]  If 'Barrel', please specify the size of the barrel: [65 plus]  Is your trash curbside pickup or an alley: [Curb Side Pickup]  Does the trash contain any construction material, paints, plumbing fixtures or tires: [No]"
48,101004372049,Water is still not working. Please fiz
49,101004372021,15 Garden St.
50,101004371174,Overflowing dumpster is located in alley behind 1667 Blue Hill Ave. Must enter alley from Cummins Hwy. Alley is adjacent to 926 Cummins Hwy. |
51,101004372045,Bench on main sidewalk in Boston Common has some items for sale on display as well as graffiti.
52,101004372044,Trash went out late and could the city come back please one barrel. | Scheduled trash day: [Thursday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]
53,101004372039,Ticket has been issued by Code Enforcement.  Please pick up the trash on the West 8th St side. Thank you.
54,101004372040,There is a dead bird on the pedestrian bridge. Also there has been a broken glass beer bottle at the bottom part of ramp for weeks
55,101004371830,"The resident is requesting someone go and tag this car its hangs over the driveway all the time,There are 2 older resident live in the home can  they can't turn to get out of the driveway. | The closest intersecting street: [Alfa Rd]  How is the car parked illegally: [Other]  Details: [Please tag]  Make: [Audi]  Vehicle License Plate Registration: [9FF912]  Vehicle License Plate State: [MA]"
56,101004371902,Trash left on sidewalk
57,101004371826,Too close to hydrant
58,101004371161,I requested for a bulk item pick up today(Wed-Trash day). They never picked it up and it's still on the curb. I have a tracking # and everything. Can it please be picked up.
59,101004371452,3 carts missed | Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
60,101004372036,The sign is broken on the sidewalk please send someone to fix thank u
61,101004372035,Scheduled trash day: [Thursday]  Please specify the details of the missed collection: [I have barrel that has a broken up toilet in it and it was not taken! It is in my yard now and still in the trash bag in the barrel!]
62,101004372034,Another day. Illegally stopped cars causing traffic log jam on Summer St at Atlantic Av. Everyday causing an unsafe situation.
63,101004371165,Need to be trimmed in back and front |
64,101004372033,Multiple cars double parked for an hour
65,101004372031,Tenant did not pick-up dog waste. This was pointed out to the property maintenance crew today who also ignored it and left it exposed.
66,101004372029,Hummer on snow hill RPP Cornwr of snow hill and prince
67,101004371798,How was your waste placed out for collection: [Yard Waste Paper Bag]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]
68,101004372028,7 Hopkins St not in lagan.  3 units no carts | Recycling pickup day: [Tuesday]  No. of carts: [1]  No. of units: [3]
69,101004341040,"Litter EVERYWHERE in the park.  Also, it needs to be mowed."
70,101004336215,Replace 19' concrete pole w/43W LED fixture | Electric or gas light: [Electric]
71,101004370754,Please fine this daycare for leaving dirty diapers outside.
72,101004372020,Blue SUV w NJ license plate illegally parked in resident only parking
73,101004371207,Rat in yard. Probably attracted by garbage.
74,101004370806,Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
75,101004372019,the entire sidewalk from 105 S Huntingtotn Ave to Huntington Ave is covered with litter and debris | Type of debris: [Debris Pickup]  Cars parked on the street: [Yes]
76,101004084953,Problem: [Constituent states the light was damaged in October and the damaged pole was removed. Constituent is requesting a new light be installed because it is very dark.  Called to check on the status of this case and states that 40 is out as well (see case 4077682)]
77,101004372017,Street closed off.
78,101004372011,Shopping cart on sidewalk
79,101004371979,Signal problem: [Traffic]  Type of problem: [Controller/Timing Issues]  Pole knockdown: [No]
80,101004371432,Bush over growing sidewalk
81,101004370360,"Elderly constituent reports yard waste was missed on Monday,states she put them in the yard aste paper bags and they broke open from the rain. States she put them in green bags and does not have any barrels to put them in. Requesting if they can still be picked up. | How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]"
82,101004370945,Empty Lot is between 41 & 33 angell st..doesn't let me put the address for empty lot exsesive trash on property
83,101004370942,It's an empty lot between 41 & 33 angell st I believe it's 37 angell st doesn't let me put that address on page....excessive trees on street...people can't even walk on street
84,101004371790,"Opposite side of street Overgrowth from property,"
85,101004372010,What is the reason for the request: [Constituent reported that the traffic lights turn red at the same time for both directions.]
86,101004372006,"Construction debris: [Recently had a garage built, leftover materials. Along with tree limbs/yard waste & fence leaning onto neighbor's property]  Exact location: [Side & rear of property]"
87,101004235229,Please install 19ft cement pole with single standard arm 70w fixture and tie in as needed
88,101004372002,Basket ball entrance on Adams.There are 2 orange coolers.Nexted to the coolers are 3 used condom. | SR Type: [Litter/Glass]  Park owner: [BPRD]
89,101004371913,Front of 47 walk hill street.  Illegal dumping.  Violation issued
90,101004342554,"Public safety sign: [No]  Type of sign: [""Ashton St"" sign]  Is the pole still there: [Yes]"
91,101004370971,"Other | Details: [Barrels left in public alleyway, preventing vehicle access.]  Exact location: [Left of property when looking at the front door.]"
92,101004371973,Yard Sticker: [10]
93,101004371965,Trash barrels on the sidewalk still
94,101004371356,Lights and electricity out on the streets
95,101004371998,"Other | Details: [Constituent reports abandoned vehicles on the lot, as well as yard waste & tree limbs. States they trim the visisble front but leave it a mess out of sight]  Exact location: [Rear of 70 Stanley st, can be seen from next to 56 Hamilton St]"
96,101004370616,"Constituent reports her recycling was missed, rest of the street was collected. | Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]"
97,101004371995,Recycling pickup day: [Friday]  No. of carts: [1]  No. of units: [1]
98,101004371993,"Date of scheduled pickup: [Friday, July 8, 2022 ***]  Item requested for a collection: [TV (2) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Thursday]  Curbside pickup or an alley: [Curbside Pickup]"
99,101004371991,Leaking fire hydrant
100,101004371889,5 doubles
101,101004371990,Trash everywhere
102,101004371912,"Constituent reports multiple vehicles on Burrell St that are double parked, blocking hydrants and parked too close to the inersection so that cars cannot see into oncoming traffic, requesting the area be tagged. | How is the car parked illegally: [Other]  Type of vehicle: [Car]  Details: [Multiple vehicles]  Make: [Other]  Model: [Unknown]  Color: [Unknown]"
103,101004371611,No resident sticker
104,101004371989,"Constituent states that this company repeatedly has a truck parked in front of this senior home. These are commerical vehicles and they are parked halfway on the sidewalk. Residents don't have access, for drop off and deliveries. Requesting ticketing and tow. | How is the car parked illegally: [Other]  Type of vehicle: [Truck]  Details: [Flora Explora]  Make: [Unknown]  Model: [Truck]  Color: [White]  Vehicle License Plate Registration: [N12883]  Vehicle License Plate State: [MA]"
105,101004368619,2 TVs were not picked up for their scheduled time. Constituent is concerned because Governor is coming to street today. | Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Monday]  Curbside pickup or an alley: [Curb Side Pickup]
106,101004371523,Fire lane
107,101004371265,Multiple lights out all over and one with no lights at all.
108,101004371287,Yard waste not picked up.
109,101004288355,attn: ballcrew please advise the ymca permit holders request to have the field for t-ball games on tuesdays & thursday the field has hard dirt piles  and weeds in the field | SR Type: [Ball fields]  Park owner: [BPRD]
110,101004371707,Constituent states that this section of Paris St has many non residential vehicles taking parking. Requesting ticketing and tow. | How is the car parked illegally: [Resident parking spot]  Details: [Multiple Vehicles]
111,101004371986,Logan airplane noise going on now
112,101004366906,"Babe Ruth tournament tommorow 6/29 on babe ruth field (Sal Manowiths field) replace home plate, asap. | SR Type: [Ball fields]  Park owner: [BPRD]"
113,101004371883,Right inside Central Burying Grounds next to entrance gate.
114,101004371518,Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
115,101004371985,"Other | Details: [they leave their back gate on school street wide open blocking the sidewalk.  Whe the day care provider with ten children tried to move it out of the way so the children didn't have to walk in the street thay came out cursing at her and prevented here from closing it.  It completely blocks the sidewalk.]  Exact location: [rear, school]"
116,101004371726,Car blocking driveway
117,101004371982,"Pothole in the asphalt at the end of Claremont Street, where it turns into alley 536 north in the South End. Claremont St starts at the end of Greenwich Park and runs along the SW Corridor Park"
118,101004371981,Consistent rodent activity coming from outside into the basement and into all units in the building. | Number of Rats: [5]  Rat Bites: [No]  Rats in House: [Yes]  Rats Outside Property: [No]
119,101004355499,"The fire alarm at 8-9 monument sq (same owner) has been going off for 24 hours. There's not emergency and they're in the midst of a major renovation, but it's extremely disturbing to the neighborhood"
120,101004371833,"Vehicle parked obstructing access to handicap spot. How ignorant, please tag and tow."
121,101004371977,"the newly planted tree in front of this address appears to be dying | What public way is blocked: [Street]  Type of blockage: [Whole Tree]  Limb/branch broken, but still attached to the tree: [No]"
122,101004371836,Silver vehicle with New Jersey plate A20 – HUH in resident parking space with no sticker
123,101004371019,Our yard waste was not picked up. Please come and get it.
124,101004367166,Sinkhole
125,101004371971,Graffiti on the tennis Court Backboard at Titus Sparrow Park
126,101004371967,taking neighbors cart that is too big for them  cart #22028488 | Recycling pickup day: [Wednesday]  No. of carts: [1]  No. of units: [1]
127,101004371969,Yard Sticker: [10]
128,101004371968,Portapotty completely blocking sidewalk and street too dug up to be passable. Your thoughtless impacts folks in wheelchairs and with strollers. This is a disgrace.
129,101004371775,The resident is requesting code inforcement to come because lots of trash and loose trash. | Exact location: [around the back and in the parking lot.]
130,101004364694,Sign fell or hit its all here at moment
131,101004371832,Always parks illegally.  Says he is lawyer.  Very aggressive man.   PLEASE TOW
132,101004371964,Texas plates well over 2 hour limit on the Orleans St side.
133,101004371787,In front of Bessie Barnes community garden entrance Warwick street and Sussex street
134,101004371963,Constituent states that this vehicle has been in front of her home for the past 5 days with an expired sticker. Requesting ticketing and tow. | How is the car parked illegally: [Resident parking spot]  Type of vehicle: [Truck]  Details: [Dark Blue]  Make: [Chevy]  Model: [Truck]  Color: [Blue]  Vehicle License Plate Registration: [9YX947]  Vehicle License Plate State: [MA]
135,101004371961,Constituent reports sink hole at this location | Where exactly on the pavement is the pothole: [On Roadway]  Date when pothole noticed: [06/30/2022]  Time when pothole noticed: [11:54]
136,101004371959,Recycling Sticker: [2]  Yard Sticker: [0]
137,101004371937,Dead animal on sidewalk/roadway: [Roadway]  Type of animal: [Rodent]  Please explain: [Groundhog]  Date when animal seen: [06/30/2022]  Time when animal seen: [11:36]
138,101004371045,Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]
139,101004371957,AT #105 W.SECND BETWEEN THE BRIDGE AND A  ST. INSTALL 24'POLE W/SINGLE STNDARD ARM AND 274/w L.E.D. FIXTURE AND TIE IN AS NEEDED RUN #10 CABLE FROM THIS PULL BOX TO THE ONE BEFORE LIVE FEED IN PULL BOX BEFORE THIS ONE AND TIE IN AS NEEDED | Problem: [Other]
140,101004371894,This white car is parked with out an HP plate card or HP plate
141,101004371953,Please send someone to cut the knee high weeds in the tree basement on the sidewalk. Thank you.
142,101004371952,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (0) Refrigerator/Freezer (1) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]"
143,101004341617,Constituent requesting grass to be mown | SR Type: [Grass Cutting]  Park owner: [BPRD]
144,101004371950,Jeep has been double parked for a while. Please come ticket.
145,101004371949,Dead tree in front of five Crest Street On sidewalk
146,101004365232,Can we get a haircut in the Hooker st park
147,101004365894,Grass unmoved at playground for couple weeks
148,101004363670,Someone removed the street speed meter.
149,101004370611,Please remove pieces of furniture on sidewalk
150,101004371945,barrels on sidewalk
151,101004355846,Need a cart | Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [2]
152,101004371634,Unkempt overgrown grass | Details: [Constituent reports bushes over growing into stop sign.]
153,101004357956,Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [1]
154,101004355922,Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [1]
155,101004354539,Explanation of Cart Return: [The wheels are broken off and they need a new cart.]  Recycling Day: [Monday]  Cart identification: [0056720]
156,101004371391,Grass uncapped rats and rabbits running around
157,101004359790,Explanation of Cart Return: [lid is broken]  Recycling Day: [Monday]  Cart identification: [R9003600]
158,101004371939,"Constituent reports a large branch that is hanging over the sidewalk and threating to fall in the green space area across from this address. | What public way is blocked: [Sidewalk]  The police on the scene: [No]  Type of blockage: [Branch]  Limb/branch broken, but still attached to the tree: [Yes]"
159,101004371929,Nonstop Logan airplane noise
160,101004371930,No resident sticker
161,101004371655,Out illegally
162,101004371948,AT #105 W.SECND BETWEEN THE BRIDGE AND A  ST. INSTALL 24'POLE W/SINGLE STNDARD ARM AND 274/w L.E.D. FIXTURE AND TIE IN AS NEEDED LIVE FEED IN PULL BOX | Problem: [Other]
163,101004371927,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]"
164,101004371786,"The resident reports a car was blocking the street,so the street was not serviced.The car is gone now.The whole street missed | Scheduled trash day: [Wednesday(Thursday)]"
165,101004371925,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]"
166,101004371923,Dead limbs On at least four trees in South End Library Park at 685 Tremont St.  they are hazardous to people on the sidewalk and also those in the park.  Please trim these dead branches.  Thank you.
167,101004371710,Someone ILLEGALY DUMPED bags of trash in front of this address.  The owners at this address DID NOT PUT THESE BAGS OF TRASH HERE!!! |
168,101004370294,Flag needs to be replaced.
169,101004371921,Flag needs to be replaced. | What is the cause of damage: [Construction]  What material is the sidewalk made from: [Concrete]
170,101004371806,Resident is reporting that the curb has sunken down because of trucks driving over the sidewalk. | Cause of damage: [Other]
171,101004371920,Resident is reporting that the curb has sunken down because of trucks driving over the sidewalk. | What is the cause of damage: [Other]  What material is the sidewalk made from: [Concrete]
172,101004364681,In alleyway about 10 potholes on left and right side | Where exactly on the pavement is the pothole: [On Roadway]  What is the approximate size of the pothole: [1 feet]  Date when pothole noticed: [06/24/2022]  Time when pothole noticed: [14:59]
173,101004371119,Recycling bin not emptied on trash day
174,101004371919,"Constituent reports light on pole in alley  between Pembroke and W Brookline is extremely bright, states the shade over the light has fallen off and now the light shines into her home and she is unable to sleep. Requests it is repaired or the bulb be changed out for something less bright. | Problem: [Other]"
175,101004371917,"LED conversion needed. Convert Two old rectilinear with overhead, to LED Arietta.  NOTE: Both units will need the fixtures drilled out and new aluminum overhead installed. Existing overhead needs to be removed.  Thank you."
176,101004371203,"several dead trees need to be removed. they are blocking sidewalk."
177,101004371916,sidewalk stones lifted causing people to trip.  One person injured today.  Ambulance called.
178,101004371039,Constituent states the yard waste was skipped and is requesting pick up | How was your waste placed out for collection: [Yard Waste Paper BagBarrel]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
179,101004371915,"Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [No]  What is the nature of the problem: [Rodent activity in the back yard of this location. Had been unattended for awhile. The rodent activity adjacent, 102 Talba ave is also having this infestation. Has become a heavy issue to the point where maybe the Health department should also be involved.  Call when going to the inspection: Mimmie 518-502-8232]"
180,101004372088,No parking thur to monday
181,101004372087,Commercial Parking
182,101004369764,Trash all over playground and sidewalk- no trash recepticle
183,101004372086,Overgrown weeds
184,101004372084,Commercial Parking only
185,101004371985,"Other | Details: [they leave their back gate on school street wide open blocking the sidewalk.  Whe the day care provider with ten children tried to move it out of the way so the children didn't have to walk in the street thay came out cursing at her and prevented here from closing it.  It completely blocks the sidewalk.]  Exact location: [rear, school]"
186,101004372083,Commercial Parking only
187,101004372082,Gray SUV parked overhanging sidewalk.  Ticket on back of vehicle is from 3 days ago.  BYD please go tag it.
188,101004371668,Not trash day
189,101004372014,Somekind of bucket with sand left on the sidewalk for a few days. | Type of debris: [Other]  Cars parked on the street: [No]
190,101004337018,Broken sprinkler head
191,101004359338,"Broken glass bottles, unsafe area as a result"
192,101004371749,street has not been swept since April.  Used to get regular sweeping but the signs were taken down | Type of debris: [Requestformechanicalsweeping]  Cars parked on the street: [No]
193,101004372079,Pick up cone
194,101004372078,Loose trash and broken glass around back of property
195,101004371199,Splash Pad- A few of the spouts do not work. Was told that the pipes need to be cleaned. Since the pool isn't opened and it is one of only 2 splash pad we have in our town can we at least have that functioning properly.
196,101004370961,Splash pad sewer not draining and some sprinklers seem clogged.
197,101004371942,Item(s) that was/were supposed to be picked up: [Air Conditioner]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]
198,101004362703,Big rats coming out of this yard all the time.
199,101004372047,Dead animal on sidewalk/roadway: [Roadway]  Type of animal: [Other]  Please explain: [ground hog]  Date when animal seen: [06/30/2022]  Time when animal seen: [12:50]
200,101004370742,Behind church trash from church keeps accumulating  for more than a week church people don't pick up trash dumpsters belong to church they're located behind alleyway.
201,101004371041,Park overgrown and landing at 100 Stairs entrance flooded (drain needs to be unclogged - the rest of the landings are okay).
202,101004372077,No evidence found
203,101004370397,Pothole in the crosswalk going across westbound lanes of Beacon before crossing intersection
204,101004372076,Constituent reports car blocking hydrnat as well as multiple double parked vehicles. | How is the car parked illegally: [Blocking hydrant]
205,101004372074,Thank you for fixing the sidewalks and added accessible ramps. Really hoping the crosswalks can be repainted and one can be added to correspond with crossing on both sides. Cars sadly still plow through the lights and it might help w pedestrians entering and exiting Franklin.  Thanks!
206,101004370347,The grate is sinking. This is located near the front entrance of the St Anthony's Shrine.
207,101004371745,Other | Details: [THERE IS ALL KINDS OF TRASH/DEBRIS AND OVER GROWN GRASS/WEEDS ON THE PROPERTY ACROSS THE STREET FROM THIS LOCATION.]
208,101004372073,ORIGINAL CART WAS STOLEN | Recycling pickup day: [Tuesday]  No. of carts: [1]  No. of units: [1]
209,101004372053,130 Myrtle St
210,101004371499,Trash on sidewalk
211,101004372071,Vehicle with out of state plates parked illegally in Resident parking zone
212,101004372070,Please remove trash no evidence found
213,101004372069,BPD is requesting 3 boxes of needle collection bins collected. | Needle Quantity: [More Than Three]  Property Location Type: [Public]
214,101004372067,574-576 Harvard St TRASH HAS BEEN HERE FOR 3 YEARS....(COMPLAINT #101002794296) Same exact trash STILL. Now there are RATS
215,101004316922,Jeep parked in visitor zone for three days. Zone has two hour limit
216,101004372004,Emptied barrels left out on sidewalk | Details: [Trash is all over property and outside on sidewalk . States not taking trash out.]
217,101004362660,Rat infestation rear if property
218,101004366838,Tasca Restaurant on Commonwealth Avenue in Brighton is covering up the city-installed bike rack
219,101004372063,"Urgent: Please see one attached photo. The large tree limbs are falling against the telephone pole which has the electric utility box and cables running off of it. This is a safety hazard and needs to be removed before it falls and someone gets hurt walking on the sidewalk. This pole is on the sidewalk in front of # 93 & 89 Turner Street, Brighton MA 02135. The Tree is on the property of #93 Turner St."
220,101004370823,"Please ensure the outdoor dining space at Acetuna Grill at 57 Boston Wharf Road meets their permit, it appears they have taken up too much sidewalk space.. thank you"
221,101004372062,How is the car parked illegally: [Fire lane]  Model: [4DR]  Color: [White]  Vehicle License Plate State: [CT]
222,101004372056,Where the driveway meets the street Concrete falling apart. | Cause of damage: [Normal deterioration]
223,101004371539,"Alley Dumpster is overflowing, smells very bad and has seagulls shredding the bags left on top of the dumpster. Continuing issue with no changes and multiple complaints. Attracts rats and gull and pigeons daily."
224,101004311647,"The lightening at the Bocce Courts on Commercial Street does not light the 3 courts closest to Commercial Street. The 3  courts closest to the waterfront are fine,  but the other courts are in the dark. Thank you for your attention! | SR Type: [LIGHTING_ELECTRICAL]"
225,101004371947,Constituent states recycling has been missed two weeks in a row | Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Blue Box]  Curbside pickup or an alley: [Curb Side Pickup]
226,101004371972,Dead animal
227,101004372052,Exposed trash debris
228,101004371214,Woman throwing litter on ground
229,101004372051,How is the car parked illegally: [Blocking hydrant]  Make: [Unknown]  Model: [4DR]
230,101004370909,Number of rats: [6]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent states that there are rats burrowing from the sidewalk underneath her fence and onto her property. The hole gets bigger and bigger everyday. Requesting an inspector.]
231,101004372012,"Scheduled trash day: [Mon/Thurs]  How was your trash placed out for collection: [Barrel]  If 'Barrel', please specify the size of the barrel: [65 plus]  Is your trash curbside pickup or an alley: [Curb Side Pickup]  Does the trash contain any construction material, paints, plumbing fixtures or tires: [No]"
232,101004372049,Water is still not working. Please fiz
233,101004372021,15 Garden St.
234,101004371174,Overflowing dumpster is located in alley behind 1667 Blue Hill Ave. Must enter alley from Cummins Hwy. Alley is adjacent to 926 Cummins Hwy. |
235,101004372045,Bench on main sidewalk in Boston Common has some items for sale on display as well as graffiti.
236,101004372044,Trash went out late and could the city come back please one barrel. | Scheduled trash day: [Thursday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]
237,101004372039,Ticket has been issued by Code Enforcement.  Please pick up the trash on the West 8th St side. Thank you.
238,101004372040,There is a dead bird on the pedestrian bridge. Also there has been a broken glass beer bottle at the bottom part of ramp for weeks
239,101004371830,"The resident is requesting someone go and tag this car its hangs over the driveway all the time,There are 2 older resident live in the home can  they can't turn to get out of the driveway. | The closest intersecting street: [Alfa Rd]  How is the car parked illegally: [Other]  Details: [Please tag]  Make: [Audi]  Vehicle License Plate Registration: [9FF912]  Vehicle License Plate State: [MA]"
240,101004371902,Trash left on sidewalk
241,101004371826,Too close to hydrant
242,101004371161,I requested for a bulk item pick up today(Wed-Trash day). They never picked it up and it's still on the curb. I have a tracking # and everything. Can it please be picked up.
243,101004371452,3 carts missed | Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
244,101004372036,The sign is broken on the sidewalk please send someone to fix thank u
245,101004372035,Scheduled trash day: [Thursday]  Please specify the details of the missed collection: [I have barrel that has a broken up toilet in it and it was not taken! It is in my yard now and still in the trash bag in the barrel!]
246,101004372034,Another day. Illegally stopped cars causing traffic log jam on Summer St at Atlantic Av. Everyday causing an unsafe situation.
247,101004371165,Need to be trimmed in back and front |
248,101004372033,Multiple cars double parked for an hour
249,101004372031,Tenant did not pick-up dog waste. This was pointed out to the property maintenance crew today who also ignored it and left it exposed.
250,101004372029,Hummer on snow hill RPP Cornwr of snow hill and prince
251,101004371798,How was your waste placed out for collection: [Yard Waste Paper Bag]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]
252,101004372028,7 Hopkins St not in lagan.  3 units no carts | Recycling pickup day: [Tuesday]  No. of carts: [1]  No. of units: [3]
253,101004341040,"Litter EVERYWHERE in the park.  Also, it needs to be mowed."
254,101004336215,Replace 19' concrete pole w/43W LED fixture | Electric or gas light: [Electric]
