,service_request_id,grievance
151,101004368492,"Trash sofa dumped illegally behind the boys and girls club on Bowen st. South Boston. I have video of  two lovely neighbors who decided that this was a good spot to dump their trash. Not sure what their address is but might make the video public. Please send a crew to remove before we have squatters taking up residence.
Thanks"
152,101004368823,15 minutos Parkin
153,101004368800,Burned-out mantles
154,101004368699,Trash/debris for removal. Ticket has been issued.
155,101004368702,Mattresses/bed frame debris for removal. No code violation found at this time.
156,101004368815,"Scheduled trash day: [Monday]  How was your trash placed out for collection: [Barrel]  Size of the barrel: [55 gallon]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
157,101004368675,missed | Scheduled recycling day: [Monday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
158,101004368813,and a bag | Scheduled trash day: [Tues/Fri]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]
159,101001711322,Storm drain dumps water directly into sidewalk causing icy slipping hazard.
160,101004368301,Illegal trash on street
161,101004367132,"Overgrown bushes on city property (near commuter rail bridge on Walworth, Tyndale side) blocking sidewalk passage/access."
162,101004368742,Trash bags for removal. No code violation found at this time.
163,101004368807,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (0) Refrigerator/Freezer (1) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]"
164,101004368618,"Overgrown vegetation.  Code Enforcement Police, please fine."
165,101004368805,Traffic Signal box is only being closed by tape.  Can this be repaired properly please!!! | Type of problem: [Other]  Pole knockdown: [No]
166,101004368803,There were no other duplicates to be found. Are these cases being addressed?
167,101004368802,Entire street was missed. | How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
168,101004330302,Overflowing trash can at Sparrow park
169,101004368799,This was after 6:00 p.m. Exactly when are parking rules in South Boston enforced for non-residents?
170,101004368796,Tire on sidewalk
171,101004368797,Dead rat in street by curb
172,101004368707,Constituent reported that the traffic light is stuck on red. Contacted BTD traffic at 11:42am. | Signal problem: [Traffic]  Type of problem: [Light is not changing]  Pole knockdown: [No]
173,101004354085,Overflowing trash cans in St Helena's park
174,101004368224,Big Belly at corner of Washington and Market Sts in Brighton Center was knocked off its platform.
175,101004368734,"Commercial property, High traffic foot area.
Corner of old colony and c street"
176,101004356720,The First Base dugout at Jim Rice Field at Ramsey Park.
177,101004368703,"On the corner of Clevemont Avenue and Everett Street this house has a HUGE bush that makes it impossible to see to turn left or right when pulling out of Clevemont Avenue, and when walking past on Everett Street, the bush is overgrown so far on to the sidewalk it is difficult to get past.  If you do, there is likely a car waiting to go that will run you over and so on.  Please prune bush back to the property line off of city property or remove the bush. 
 Thank you."
178,101004368982,People are sitting on top of park tables and marking up the tables with  markers.
179,101004368339,Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Monday]  Curbside pickup or an alley: [Curb Side Pickup]
180,101004150037,Light out
181,101004368925,In the baseball field under the bleachers on the right hand side on the front row. It has a large orange piece. | Needle Quantity: [One]  Property Location Type: [Public]
182,101004368979,Across from 112 chittick road. 2 grills dumped on sidewalk.  No violation issued
183,101004368976,"Property conditions interfere with sidewalk passage | Details: [baby carriage chained to the fence, blocking the sidewalk]  Exact location: [front]"
184,101004293507,Grass at Hemenway on the hill needs to be mowed badly
185,101004368946,Dead bird on sidewalk in front of 5 Sanderson
186,101004336305,Overflowing trash can
187,101004297367,Requesting Softball field grass be cut. | SR Type: [Grass Cutting]  Park owner: [BPRD]
188,101004368974,So these guys have been here ALL Day in front of private parking bays SeaDar construction again - do they have a permit to move this heavy stone in this location ?
189,101004368921,Logan airplane noise disturbing South End
190,101004368950,Scheduled recycling day: [Tues/Fri]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Alley]
191,101004368956,Other | Details: [Trash on the sidewalk]  Exact location: [Sidewalk]
192,101004368784,"Constituent reports a sign that was knocked over and is leaning against the builing at 47 Snow Hill St. | Public safety sign: [No]  Type of sign: [""No Parking"" Sign]  Is the pole still there: [Yes]"
193,101004322102,Constituent states that the grass is overgrown and needs to be cut. There is lots of debris and trash and the he is requesting maintenance as soon as possible for the safety of the children. | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
194,101004342325,Trash sitting on sidewalk in public walkway.
195,101004340184,Residents are requesting that the grass be cut ASAP at MT Bowdoin Green Park.  The grass is SO overgrown!! | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
196,101004340711,Dead bird in middle grass area
197,101004359632,Sbux
198,101004368973,Sidewalk tree very overgrown and blocking sidewalk
199,101004368972,"Date of scheduled pickup: [Tuesday, July 5, 2022 ***]  Item requested for a collection: [TV (1) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Monday]  Curbside pickup or an alley: [Curbside Pickup]"
200,101004357534,Public safety sign: [Yes]  Sign description: [Keep Right on the meridian]  Is the pole still there: [Yes]
201,101004341255,There is a dead bird inside of the grassy area/Byrne Park | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
202,101004368970,Constituent reports car on King hasn't moved in a week. | Make of the abandoned car: [TOYOTA]  Model of the abandoned car: [SUV]  Color of the abandoned car: [GREYSILVER]  License Plate number if available: [32YA29]  License Plate State if available: [MA]
203,101004368968,The playground at Fallon Field is overflowing. Please replace. Thank you :)
204,101004368967,missed on Monday | How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
205,101004368965,Trash/debris for removal. Ticket has been issued
206,101004343058,Constituent reports trash overflowing. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]
207,101004354730,Constituent called to request the grass be trimmed & weeds removed. Says it hasn't been done in over a year | SR Type: [Grass Cutting]  Park owner: [BPRD]
208,101004368964,"Date of scheduled pickup: [Thursday, July 7, 2022 ***]  Item requested for a collection: [TV (0) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Wednesday]  Curbside pickup or an alley: [Curbside Pickup]"
209,101004360533,Grass is very high around the field. | SR Type: [Grass Cutting]  Park owner: [BPRD]
210,101004368962,It is cracked and falling apart. | Cause of damage: [Normal deterioration]
211,101004358505,Constituent reports overflowing trash barrels in Mt. Bowdoin Green. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]
212,101004361463,Trash at the top of the hill of ringer park. Broken glass and beer cans/boxes
213,101004368960,Loose street cover
214,101004368959,Shopping cart
215,101004359662,"Please mow the grass in Allen Park,the Coppens area and Mt. Bowdoin Green | SR Type: [Grass Cutting]  Park owner: [BPRD]"
216,101004365140,Play ground at Rogers Park...large group partying and very loud...in the morning the Tot Lot is full of trash. It sounds like the EF School again. PLEASE
217,101004368369,How was your waste placed out for collection: [Yard Waste Paper Bag]  Scheduled trash day: [Mon/Thurs]  Is your trash curbside pickup or an alley: [Curb Side Pickup]  Is your yard waste mixed with household trash: [No]
218,101004361032,Please remove litter from walking trail near baseball field of Ronan park
219,101004368958,Recycling Sticker: [1]  Yard Sticker: [0]
220,101004368840,Couch in yard
221,101004368945,Rubbish is placed out well in advance of pickup | Details: [Constituent reported that there are open trash bags out in the Public Alley No.416]  Exact location: [side]
222,101004368957,Household trash blocking the sidewalk.
223,101004368040,Street light or control box knocked down: [Street Light]  Problem: [Street light is knocked over at this location.]  Light blocking the street or sidewalk: [No]  Wires exposed: [Yes]
224,101004368954,4 similar markings within 75 feet
225,101004364953,7 suitcases now before 4 suitcase someone needs to do your JOB
226,101004368953,Household trash blocking the sidewalk.
227,101004367866,"Today, Monday June 27, is a leaf and yard waste removal day. However, it is 6:15 pm and my leaf bags have not been removed. Both garbage and recycling trucks have come through."
228,101004368809,Overgrown weeds
229,101004368951,"This land is not paved n its too close to my home for parking the huge trucks, its bad for my foundation,their back n forth on the noisy gravel, they show up at 6:00a n leave truck running fumes into my window, while they sleep, East Boston has gone ghetto, they talk loud in their fones, this acceptable by the city? Theres just NO MORE CONSIDERATION FOR OTHERS OR THEIR PROPERTY"
230,101004368948,59 chellman st has been abandoned for more than 3 years. Back door and window is open and stings probably homeless people.
231,101004368941,Permission for Arborway Tree Service to Inject the ash tree at this location to help prevent against damage from EAB. | Is this a City owned tree situated on the sidewalk: [Yes]
232,101004368943,Permission for Arborway Tree Service to prune the honey locust tree on the Westbourne Street side of this location. | Is this a City owned tree situated on the sidewalk: [Yes]
233,101004368947,"Please remove asap this DOA squirrel. 

Thank you very much."
234,101004368845,Dead rabbit
235,101004368889,"Small entrance ,near the front last door on the left. | Needle Quantity: [One]  Property Location Type: [Public]"
236,101004365851,Big pothole in middle of street. Please fix!
237,101004368942,"Cracked side walk,"
238,101004366015,"Once again, the splash pad won't shut off."
239,101004368940,Missing bar. Tuesday
240,101004368939,"requests cart, building doesn't have one | Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [3]  OK to deliver: [per April ok]"
241,101004366721,"Constituent reports the water at this playground has been running all night,constitunet reports there should be a way to shut the water off so water is not wasted. | SR Type: [Ground Maintenance General]  Park owner: [BPRD]"
242,101004368936,Several trash bags for removal. Ticket has been issued
243,101004368935,Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
244,101004368933,"window shade | Scheduled trash day: [Tuesday]  How was your trash placed out for collection: [Other]  If 'Other', please specify: [window shade]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
245,101004366296,The sprinllers in the Childrens Play Lot are not working vmail 2:05 | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
246,101004368931,Loud airplane noise
247,101004368930,"There are so many construction  vehicles parked. The residents of leather District are getting the tickets - not the illegal Parkers. 

What is the long term solution?"
248,101004365538,Splash pad water sensors not working. Children are hot 掠掠and would love to cool down!!
249,101004368929,What is the nature of the problem: [Constituent reports abandoned property with back door and windows open]
250,101004368927,Constituent is requesting a Litter Basket be installed at this end of the foot bridge. | Has a litter basket or barrel been at this location before: [No]  Type of litter basket: [No Preference]  Interested in the Adopt a Barrel program: [No]
251,101004368418,"Constituent from this location states that someone dumped construction material near propertys dumpster | Construction debris: [siding, porch]  Exact location: [rear]"
252,101004365512,Water at the park does not turn on. Please turn on the water. It is too hot for kids to be in the park and not play in the water.
253,101004367753,3 rats spotted in and out of over flowing trash barrels
254,101004368920,Constiutent is requesting a Litter Basket to be installed for right before going over foot bridge. | Has a litter basket or barrel been at this location before: [No]  Type of litter basket: [No Preference]  Interested in the Adopt a Barrel program: [No]
255,101004368918,No parking
256,101004368917,Recycling at 133 has been out at correct times but has not been picked up the last 3 visits.
257,101004368491,Parking lot has a lot of pothole damage
258,101004368916,"Scheduled trash day: [Mon/Thurs]  How was your trash placed out for collection: [Barrel]  Size of the barrel: [30 gallon]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
259,101004368914,residents park on both sides of the narrow street close to Centre street making it impossible for trucks (and more importantly) emergency vehicles can’t make the turn onto the street.  Please put up a no-parking sign to allow for a safe turn onto the street.
260,101004368913,A white work truck with ladders has been here all day there a foot over my driveway I cannot see to get out please tag them I put in a request earlier the van has been here since last night
261,101004368607,Glass
262,101004368912,Trash bag for removal. No code violation found at this time.
263,101004354755,"40 years ago today Massport installed new windows in East Boston I think it is time to do that again ! It is much louder now than 
it was then !!!"
264,101004368771,Dead rats in public alley 818 in roadway
265,101004368910,Constituent reports trash not collected this morning. | Scheduled trash day: [Tuesday]  How was your trash placed out for collection: [Container]  Curbside pickup or an alley: [Alley]
266,101004368908,"Please help us trim these trees! Growing into our properties and pollen is going everywhere, as well as bugs/ticks"
267,101004368795,Trash for removal. No code violation found at this time.
268,101004269900,Unpermitted deck construction in rear on Bowen street-loud conditions-working outside of approved hours and on weekends. Please send inspectors
269,101004368808,Trash on sidewalk
270,101004368907,Overgrown grass please cut plus trash attn mass dot
271,101004366282,"Overgrown weeds on Rutherford Avenue, NOT on Charbonnier Street.  Weeds run the length of the fence."
